OA,Households_occupied_by_a_lone_parent_and_children,Persons_who_report_poor_health_Limiting_long-term_illness,Employed_persons_aged_ between_16_and_74_who_work_in_the_mining/quarrying/construction_industries,Person_aged_90_and_over,Persons_living_in_a_communal_establishment,Households_who_have_one_fewer_or_less_rooms_than_required,Persons_whose_main_language_is_not_English_and_they_cannot_speak_English_well_or_at all
E00165695,1.898734177,10.61,5.56,0.25,0.00,2.53,0.76
E00165696,5.376344086,5.31,6.14,0.00,0.00,1.08,0.00
E00169576,0.900900901,3.33,3.45,0.00,0.00,28.83,0.48
E00169578,0.917431193,3.18,4.08,0.45,0.00,11.93,0.00
E00169579,0.934579439,2.46,6.67,0.00,0.00,0.00,0.35
E00169581,1.818181818,1.37,1.69,0.00,0.00,0.91,0.00
E00169583,2.272727273,2.54,2.91,0.16,69.52,9.09,0.00
E00169584,2.727272727,3.04,4.24,0.00,0.00,18.18,0.43
E00169586,2.564102564,1.67,4.15,0.00,0.00,7.69,0.42
E00169587,22.22222222,6.58,7.89,0.00,0.00,15.87,2.19
E00169589,3.092783505,5.86,4.67,0.42,0.00,1.03,0.42
E00169590,7.079646018,1.31,5.26,0.00,0.00,2.65,0.00
E00169592,5.357142857,0.38,4.73,0.00,0.00,8.04,0.00
E00169593,10.34482759,2.63,1.88,0.00,0.00,9.48,0.44
E00169595,0,2.16,8.33,0.00,0.00,26.51,0.00
E00169597,3.571428571,1.54,1.23,0.51,60.85,4.76,0.34
E00169598,5.147058824,12.64,4.26,0.00,0.00,17.65,1.65
E00169600,12.8,11.48,10.48,0.66,0.33,17.60,2.62
E00169601,2.127659574,0.27,0.56,0.00,86.28,29.79,0.46
E00169603,0,1.68,1.40,0.21,0.00,20.72,0.42
E00169604,0,0.63,4.82,0.00,0.00,17.50,0.00
E00169606,0,2.72,1.27,0.68,0.00,28.57,0.68
E00169607,11.03448276,8.61,5.07,0.28,17.22,10.34,3.61
E00169609,1.075268817,0.88,0.78,0.15,71.22,22.58,0.44
E00169611,1.923076923,0.25,0.00,0.00,72.87,26.92,0.62
E00169612,0.793650794,1.62,0.00,0.00,0.00,30.16,3.23
E00169614,4.21686747,1.93,1.03,0.11,89.13,15.66,0.91
E00169615,4.301075269,1.73,1.87,0.00,77.43,29.03,1.73
E00169617,8.163265306,1.84,2.59,0.00,49.54,6.12,2.07
E00169618,3.105590062,3.99,2.47,0.00,1.66,22.36,0.33
E00169620,9.166666667,7.28,2.90,0.23,0.00,7.50,11.97
E00169621,7.751937984,14.88,7.04,0.93,0.00,7.75,7.91
E00169623,1.234567901,2.25,1.00,0.00,0.00,48.15,2.25
E00169625,5.6,21.50,10.64,1.50,0.00,17.60,2.50
E00169626,0.840336134,1.73,0.68,0.00,0.00,53.36,11.47
E00169628,0.956937799,2.77,2.16,0.00,0.00,58.85,1.66
E00169629,1.304347826,1.33,2.56,0.33,0.00,81.30,1.99
E00169738,24.19354839,13.02,7.26,1.90,7.62,10.48,4.13
E00169739,10.43478261,5.79,3.57,0.21,0.00,20.00,16.94
E00169740,8.421052632,6.90,3.03,0.63,0.00,21.05,12.85
E00169741,20.2247191,8.60,11.43,0.00,0.00,20.22,10.83
E00169742,6.896551724,16.33,6.25,0.40,0.00,12.93,2.79
E00169743,2.985074627,4.70,0.00,0.00,47.33,17.16,4.05
E00169744,10.71428571,11.98,9.71,0.46,0.00,16.43,2.30
E00169745,15.94202899,9.22,1.41,0.46,0.00,10.14,10.60
E00169746,1.063829787,2.12,0.94,0.00,52.41,45.74,1.93
E00169747,23.25581395,1.51,1.28,0.00,75.91,18.60,1.08
E00169748,2.040816327,0.93,1.23,0.00,84.70,48.98,2.05
E00169749,4.580152672,7.29,13.02,0.00,0.00,2.29,0.91
E00169750,7.194244604,3.25,10.10,0.00,0.00,9.35,0.36
E00169751,12.24489796,10.36,5.71,0.52,0.00,18.37,3.63
E00169752,20,6.35,2.38,0.00,0.00,14.00,4.76
E00169753,16.50485437,1.85,5.26,0.00,0.00,23.30,4.07
E00169754,8.080808081,5.80,4.79,0.89,0.00,12.12,4.46
E00169755,19.35483871,6.25,6.35,0.00,0.00,12.10,4.55
E00169780,0,3.74,2.34,0.00,10.28,59.23,1.87
E00169782,0,3.17,1.12,0.00,4.76,40.51,3.17
E00169783,0,2.89,1.56,0.00,16.12,52.03,0.41
E00169785,0,0.89,0.00,0.00,92.94,50.00,2.61
E00169786,0,1.52,0.73,0.00,24.87,72.00,0.00
E00169788,2.580645161,0.95,0.00,0.00,41.33,65.81,0.71
E00169789,1.801801802,2.80,1.31,0.47,12.62,32.43,0.93
E00169791,0,0.60,1.41,0.00,0.00,60.36,1.20
E00169792,3.03030303,6.12,0.81,0.00,9.69,50.51,1.02
E00169794,0,0.34,1.64,0.00,0.00,48.60,1.01
E00169796,0.709219858,4.17,0.66,0.00,1.04,35.46,1.56
E00169797,0,1.86,0.79,0.00,0.00,60.40,0.62
E00169799,0,0.57,2.17,0.00,0.00,63.46,0.57
E00169800,0.78125,1.98,2.35,0.00,0.00,39.84,0.99
E00169802,0,0.93,1.06,0.00,0.00,69.03,0.93
E00169803,0,0.00,2.68,0.00,0.00,43.10,0.00
E00169805,0,2.02,0.56,0.00,0.00,41.94,0.00
E00169806,2.083333333,27.54,0.00,0.60,0.00,9.38,1.80
E00169808,16.31205674,7.44,3.57,0.26,0.00,22.70,7.18
E00169810,0,1.30,0.58,0.00,0.00,52.63,0.87
E00169811,0,1.24,1.46,0.00,0.00,40.91,0.00
E00169813,0,0.98,2.29,0.00,0.00,45.00,0.00
E00169814,14.49275362,2.44,16.09,0.00,0.00,13.04,7.32
E00169816,1.156069364,0.34,1.23,0.00,0.00,43.35,0.68
E00169817,0,0.93,4.55,0.00,0.00,41.86,2.33
E00170032,0,1.49,2.54,0.00,0.00,41.18,0.00
E00170034,0,0.00,1.09,0.00,0.00,68.93,1.31
E00170035,0,1.27,1.46,0.00,0.00,60.18,1.27
E00170037,1.52284264,1.00,3.21,0.00,0.00,64.97,1.00
E00170038,1.724137931,0.31,1.37,0.00,74.43,69.83,0.46
E00170040,0,0.33,1.59,0.00,0.00,61.58,0.99
E00170041,7.272727273,11.15,10.45,0.00,78.52,7.27,1.31
E00170043,14.0625,9.52,6.45,0.00,0.00,31.25,1.59
E00170044,12.72727273,12.40,3.13,0.83,0.00,10.91,1.65
E00170046,1.098901099,5.81,0.97,0.00,1.16,40.66,2.33
E00170048,0,3.60,4.05,0.00,16.22,64.41,6.31
E00170049,6.722689076,9.09,2.38,0.00,0.00,25.21,8.56
E00170051,0,0.49,0.82,0.00,0.00,58.82,3.45
E00170052,0,0.65,1.53,0.00,0.00,67.71,5.19
E00170054,0,1.61,1.83,0.00,0.00,45.30,2.69
E00170055,4.761904762,4.63,2.07,0.00,0.00,39.46,0.00
E00170057,0,0.00,3.35,0.00,0.00,52.59,1.01
E00170058,6.470588235,14.14,5.69,0.67,0.00,17.06,3.70
E00170259,12.5,13.64,3.08,0.00,0.00,8.75,3.98
E00170261,1.438848921,0.89,2.79,0.00,0.00,34.53,1.33
E00170262,0.874635569,1.09,1.66,0.00,0.00,43.44,0.91
E00170264,0.763358779,1.52,1.78,0.51,0.51,60.31,1.52
E00170265,1.162790698,1.02,2.19,0.00,0.00,54.07,1.02
E00170267,0,1.08,1.34,0.00,0.00,53.76,0.00
E00170268,0.947867299,0.30,1.15,0.00,0.00,71.56,1.49
E00170270,24.03846154,11.51,7.45,0.79,0.00,7.69,0.79
E00170271,1.020408163,6.70,0.71,0.88,69.66,10.20,0.35
E00170273,0,1.79,1.29,0.36,0.00,55.19,3.23
E00170275,0.483091787,8.39,5.05,0.00,0.00,46.38,0.67
E00170276,4.504504505,10.56,4.88,0.56,0.00,9.91,2.78
E00170278,22.80701754,12.03,10.91,0.75,0.00,12.28,0.00
E00170326,1.481481481,3.07,3.68,0.44,0.00,46.67,1.32
E00170327,9.027777778,19.93,6.98,2.33,18.60,13.89,4.98
E00170329,0,1.18,2.68,0.00,0.00,62.13,0.00
E00170331,0.716845878,1.75,6.30,0.00,0.00,58.06,0.25
E00170332,8.130081301,8.96,5.19,0.00,0.00,30.89,14.43
E00170433,3.703703704,6.51,3.06,0.59,0.00,41.67,13.02
E00170435,3.174603175,17.00,7.93,2.83,12.18,8.73,1.70
E00170436,4.62962963,4.33,6.49,0.39,0.00,1.85,1.18
E00170438,7.608695652,11.34,8.51,0.52,0.00,4.35,0.00
E00170439,0.961538462,2.58,7.02,0.00,0.00,0.96,0.37
E00170441,14.01869159,3.03,5.39,0.00,0.00,6.54,1.52
E00170443,6.611570248,1.48,5.32,0.00,0.00,4.96,1.11
E00170444,5.64516129,4.44,11.11,0.00,0.00,3.23,0.00
E00170446,6.976744186,6.21,13.27,1.24,0.00,16.28,4.97
E00170447,7.142857143,9.64,21.93,0.00,0.00,4.46,0.00
E00170449,5.6,0.94,7.45,0.00,0.00,5.60,0.94
E00170450,4.06504065,5.47,12.50,0.39,0.00,6.50,0.39
E00170452,9.016393443,5.28,5.67,1.22,0.00,5.74,2.03
E00170453,15.51724138,9.59,8.11,1.11,0.00,8.62,0.00
E00170455,11.81818182,13.94,13.46,0.40,0.00,7.27,0.80
E00170457,10.85271318,18.57,5.88,0.84,0.00,6.98,0.00
E00170458,7.207207207,7.69,12.63,0.64,0.00,20.72,1.28
E00170459,11.36363636,2.17,4.57,0.00,0.00,2.27,0.00
E00170460,4.166666667,4.76,8.84,0.00,0.00,6.25,0.95
E00170461,5.970149254,0.35,9.09,0.00,0.00,2.24,0.00
E00170462,4.464285714,1.98,5.00,0.00,0.00,8.93,0.99
E00170463,4.545454545,2.61,7.38,0.00,0.00,3.41,1.74
E00170464,3.921568627,2.51,9.21,0.00,0.00,1.96,2.01
E00170465,5.223880597,3.02,8.59,0.00,0.00,1.49,0.30
E00170466,16.23931624,14.06,11.63,0.00,0.00,16.24,2.41
E00170467,21.73913043,11.75,5.10,0.32,0.00,13.04,3.17
E00170468,17.64705882,4.41,11.71,0.00,0.00,8.24,1.32
E00170469,9.803921569,1.39,10.92,0.00,0.00,0.00,0.35
E00170470,7.446808511,2.08,12.21,0.00,0.00,1.06,0.00
E00170471,5.217391304,0.90,11.56,0.00,0.00,2.61,0.00
E00170472,4.166666667,2.50,8.13,0.00,0.00,1.67,0.00
E00170473,10.83333333,3.73,6.15,0.00,0.00,0.83,0.62
E00170474,4,6.94,7.23,0.69,0.00,35.00,0.00
E00170475,2.884615385,4.14,8.26,0.00,0.00,44.23,0.00
E00170476,5.357142857,7.54,8.33,0.50,0.00,11.61,0.50
E00170564,7.407407407,5.34,12.58,0.00,0.00,9.26,0.38
E00170565,12.5,1.84,9.09,0.00,0.00,6.73,0.74
E00170567,9.090909091,3.65,10.17,0.00,0.00,4.55,0.00
E00170568,6.666666667,19.87,14.04,1.28,0.00,12.22,0.00
E00170570,4.62962963,5.32,9.83,0.00,0.00,1.85,1.06
E00170572,3.738317757,8.80,9.68,0.70,9.86,3.74,0.00
E00170573,5,2.75,6.06,0.00,0.00,11.67,0.00
E00170575,1.639344262,2.81,6.74,0.31,0.00,1.64,0.31
E00170576,6.779661017,2.10,3.73,0.00,0.00,9.32,0.84
E00170578,2.857142857,8.02,5.88,2.14,0.00,6.67,0.00
E00170579,1.941747573,6.02,3.74,0.00,1.85,0.00,0.00
E00170581,1.869158879,3.52,0.72,0.00,77.78,26.17,0.42
E00170582,1.470588235,2.85,2.24,0.00,3.09,35.29,0.71
E00170584,13.48314607,8.13,1.28,0.00,0.00,15.73,7.42
E00170586,1.739130435,19.28,17.74,0.60,0.00,5.22,0.00
E00170587,7.692307692,0.45,3.40,0.00,0.00,6.73,0.00
E00170589,3.448275862,4.53,6.71,0.65,0.00,5.17,0.32
E00170590,4.672897196,1.83,5.06,0.37,0.00,2.80,0.00
E00170592,9.473684211,3.14,6.60,0.52,0.00,7.37,0.00
E00170593,8.219178082,6.50,14.43,0.10,82.54,0.00,0.51
E00170595,6.666666667,3.73,5.81,0.00,0.00,0.83,0.00
E00170596,5.633802817,4.58,5.43,0.00,0.00,14.08,7.84
E00170598,5.511811024,22.65,10.00,4.53,12.20,2.36,0.00
E00170600,30.70175439,7.23,5.88,0.63,0.00,17.54,9.75
E00170601,8.904109589,9.83,1.72,0.00,0.00,17.81,8.96
E00170603,13.55932203,11.50,2.00,0.00,0.00,11.02,8.36
E00170604,0.418410042,0.59,1.92,0.30,0.00,80.33,1.78
E00170606,5.952380952,2.97,5.50,0.00,0.00,18.45,0.37
E00170607,2.135231317,0.70,2.12,0.00,0.00,64.77,1.40
E00170609,4.545454545,3.35,5.56,0.00,0.00,61.82,0.56
E00170610,0,0.00,3.81,0.00,0.00,27.85,0.00
E00170612,0.714285714,0.45,2.50,0.00,0.00,63.57,0.89
E00170614,2.991452991,1.41,0.74,0.00,0.00,73.50,1.41
E00170615,10.41666667,2.73,6.25,0.00,0.00,8.33,0.78
E00170617,0.653594771,1.22,2.30,0.00,0.00,39.87,0.81
E00170618,9.90990991,7.94,10.53,0.00,0.00,9.91,2.38
E00170620,1.973684211,0.44,2.06,0.00,0.00,42.11,0.00
E00170621,5.434782609,7.41,3.36,5.09,8.80,21.74,2.31
E00170623,9.411764706,1.33,6.19,0.00,0.00,10.59,1.33
E00170887,8.737864078,4.25,8.14,0.00,0.00,3.88,1.16
E00170888,2.586206897,1.48,3.17,0.00,0.00,6.90,0.00
E00170889,2.5,7.87,6.29,2.03,0.00,1.88,0.25
E00170890,6.862745098,1.41,3.29,0.00,0.00,5.88,2.82
